"Age at enrollment","Application order","1st sem (credited)","1st sem (enrolled)","1st sem (evaluations)","1st sem (approved)","1st sem (grade)","1st sem (without evaluations)","2nd sem (credited)","2nd sem (enrolled)","2nd sem (evaluations)","2nd sem (approved)","2nd sem (grade)","2nd sem (without evaluations)","Unemployment rate","Inflation rate","GDP","Target","Marital status","Gender","Daytime/evening attendance","Displaced","Educational special needs","Debtor","Tuition fees up to date","Scholarship holder","International","Application mode","Nationality","Course","Previous qualification","Mother's qualification","Father's qualification","Mother's occupation","Father's ocupation"
20,4,0,6,7,6,12.666666666666666,0,0,6,7,5,13.0,0,7.6,2.6,0.32,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Basic Education,Secondary education,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
40,1,0,6,7,6,11.333333333333334,0,0,6,7,6,10.5,0,10.8,1.4,1.74,Graduate,Married,Female,Evening,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
40,1,0,5,9,4,11.25,0,0,5,6,5,12.0,0,13.9,-0.3,0.79,Enrolled,Single,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
18,1,0,7,8,7,13.6125,0,0,8,8,8,14.575,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Nursing,Secondary education,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
21,6,0,8,8,7,12.414285714285716,0,0,8,8,7,12.414285714285716,0,12.7,3.7,-1.7,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"3rd phase—general contingent",Portuguese,Nursing,Secondary education,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers
20,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
36,1,8,12,21,11,11.5,0,7,12,22,12,11.4375,0,9.4,-0.8,-3.12,Enrolled,Married,Female,Evening,No,No,No,Yes,No,No,Change in course,Portuguese,Management (evening attendance),Higher education—bachelor’s degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers
27,1,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Married,Female,Evening,No,No,No,Yes,No,No,Holders of other higher courses,Portuguese,Social Service (evening attendance),Higher education—degree,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff
32,1,0,7,10,7,11.0,0,0,8,8,8,13.125,0,12.7,3.7,-1.7,Graduate,Married,Female,Daytime,No,No,No,Yes,No,Yes,Over 23 years old,Spanish,Oral Hygiene,Secondary education,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers
18,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Social Service,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
37,1,0,6,13,4,12.0,0,0,6,10,3,12.0,0,16.2,0.3,-0.92,Dropout,Single,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
19,1,0,6,7,6,12.5,0,0,6,7,6,12.5,0,10.8,1.4,1.74,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions
41,2,0,6,8,6,11.333333333333334,0,0,6,9,6,11.333333333333334,0,10.8,1.4,1.74,Graduate,Divorced,Female,Evening,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Personal Services, Security and Safety Workers, and Sellers"
18,4,0,7,7,6,14.066666666666668,0,0,7,7,6,14.066666666666668,0,7.6,2.6,0.32,Graduate,Married,Female,Daytime,No,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Unskilled Workers
21,1,2,9,14,8,13.555555555555555,0,2,7,10,7,13.571428571428571,0,7.6,2.6,0.32,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Veterinary Nursing,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Other Situation,Other Situation
23,1,0,6,13,5,11.6,0,0,6,11,4,12.25,0,12.4,0.5,1.79,Dropout,Single,Female,Daytime,Yes,No,Yes,No,No,No,Technological specialization diploma holders,Portuguese,Agronomy,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers
18,2,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
18,6,0,8,8,8,13.27625,0,0,8,8,8,13.27625,0,9.4,-0.8,-3.12,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff
21,4,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,Single,Female,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Veterinary Nursing,Secondary education,"2nd cycle of the general high school course",Unknown,Unknow,Unknow
19,2,0,6,8,6,14.375,0,0,6,8,6,14.75,0,7.6,2.6,0.32,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Social Service,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"8th year of schooling",Student,Installation and Machine Operators and Assembly Workers
47,2,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Legally separated,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
48,1,0,6,7,6,10.666666666666666,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Enrolled,Legally separated,Female,Evening,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
39,1,9,13,19,12,13.416666666666666,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Graduate,Married,Female,Evening,No,No,No,Yes,No,No,Holders of other higher courses,Portuguese,Social Service (evening attendance),Higher education—degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
19,1,0,7,9,6,12.97166666666667,0,0,8,9,7,12.321428571428571,0,11.1,0.6,2.02,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen"
38,1,14,15,16,14,10.928571428571429,0,12,14,16,12,11.833333333333334,0,9.4,-0.8,-3.12,Dropout,Single,Female,Evening,No,No,No,Yes,No,No,Change in course,Portuguese,Management (evening attendance),Higher education—bachelor’s degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
27,1,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,Facto union,Female,Daytime,No,No,Yes,No,No,No,Over 23 years old,Portuguese,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equivalent,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers
18,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
34,1,0,6,6,4,13.25,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,Single,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers"
48,1,0,6,14,6,11.333333333333334,0,0,6,11,5,12.4,0,15.5,2.8,-4.06,Dropout,Married,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service,Basic education 3rd cycle (9th/10th/11th year) or equivalent,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Administrative staff
25,1,0,5,6,1,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Single,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Advertising and Marketing Management,Secondary education,"2nd cycle of the general high school course",Unknown,Student,Student
32,1,0,8,9,7,12.757142857142856,0,0,8,9,7,12.757142857142856,0,12.7,3.7,-1.7,Graduate,Married,Female,Daytime,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Nursing,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
18,1,0,6,6,6,14.5,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,Graduate,Single,Female,Daytime,No,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Journalism and Communication,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
20,1,3,6,6,6,13.833333333333334,0,2,6,7,6,14.571428571428571,0,12.4,0.5,1.79,Graduate,Single,Female,Evening,No,No,Yes,Yes,No,No,Technological specialization diploma holders,Portuguese,Social Service (evening attendance),Technological specialization course,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
20,1,0,5,8,4,11.25,0,0,5,7,5,10.4,0,7.6,2.6,0.32,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Management,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Intermediate Level Technicians and Professions
19,3,0,8,10,1,13.67,7,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff
39,1,0,5,9,0,0.0,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Dropout,Single,Female,Evening,Yes,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),"12th year of schooling—not completed",General Course of Administration and Commerce,Unknown,Other Situation,Other Situation
29,1,0,5,10,1,13.0,4,0,5,14,0,0.0,8,10.8,1.4,1.74,Dropout,Single,Female,Daytime,Yes,No,Yes,Yes,No,No,"1st phase—general contingent",Portuguese,Equiniculture,Secondary education,Frequency of Higher Education,Frequency of Higher Education,Student,Administrative staff
36,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Single,Female,Evening,No,No,Yes,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
18,6,0,8,12,7,11.971428571428572,0,0,8,12,7,11.971428571428572,0,12.7,3.7,-1.7,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers
51,1,0,6,12,0,0.0,0,1,6,11,0,0.0,1,7.6,2.6,0.32,Dropout,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Other—11th year of schooling,"2nd cycle of the general high school course",Unknown,Student,Student
23,1,0,6,11,1,16.0,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Dropout,Single,Female,Daytime,No,No,Yes,Yes,No,Yes,Change in course,Cape Verdean,Journalism and Communication,Secondary education,"2nd cycle of the general high school course",Unknown,Other Situation,Other Situation
21,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Single,Female,Daytime,Yes,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Veterinary Nursing,Secondary education,Complementary High School Course—not concluded,"11th Year of Schooling—not completed","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
28,5,0,6,9,4,12.75,1,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,Single,Female,Daytime,Yes,No,No,No,No,No,Change in course,Portuguese,Basic Education,Secondary education,"2nd cycle of the general high school course",Unknown,Student,Student
34,1,0,5,9,4,11.0,0,0,5,10,4,10.75,1,7.6,2.6,0.32,Enrolled,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Intermediate Level Technicians and Professions
41,1,0,2,2,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Single,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Personal Services, Security and Safety Workers, and Sellers"
43,1,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,Divorced,Female,Evening,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Social Service (evening attendance),Higher education—degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
28,2,0,7,9,7,12.428571428571429,0,0,8,8,8,12.3,0,12.4,0.5,1.79,Enrolled,Married,Female,Daytime,Yes,No,No,Yes,No,Yes,Over 23 years old,Russian,Oral Hygiene,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities
19,1,6,12,12,12,14.5,0,4,11,15,11,13.583333333333334,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,No,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,Cannot read or write,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff
26,1,6,12,13,6,13.0,0,4,12,14,11,13.833333333333334,0,15.5,2.8,-4.06,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Agronomy,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
